ticker,strategy,entry_date,exit_date,entry,exit,ret_pct,bars_held,exit_reason,year
AAPL,pullback_rsi2_200d,2011-08-19,2011-08-23,10.8526,11.1727,2.9498623131349877,2,strength,2011
AAPL,pullback_rsi2_200d,2011-09-06,2011-09-07,11.0084,11.4816,4.298924825823591,1,strength,2011
MSFT,pullback_rsi2_200d,2011-09-22,2011-09-27,19.5985,19.8454,1.2597519627262743,3,strength,2011
UNH,pullback_rsi2_200d,2011-09-23,2011-09-26,36.8503,38.3562,4.086495288883674,1,strength,2011
GLD,pullback_rsi2_200d,2011-09-26,2011-09-30,157.2771,157.9019,0.3972748662666836,4,strength,2011
LLY,pullback_rsi2_200d,2011-09-26,2011-09-27,26.2042,26.7122,1.9387795491068616,1,strength,2011
AAPL,pullback_rsi2_200d,2011-09-30,2011-10-04,11.6002,10.9514,-5.592897992374657,2,stop,2011
COST,pullback_rsi2_200d,2011-10-03,2011-10-10,59.1885,58.7161,-0.7981582086061367,5,strength,2011
TLT,pullback_rsi2_200d,2011-10-11,2011-10-17,78.2215,77.1533,-1.3655644608381756,4,strength,2011
GLD,pullback_rsi2_200d,2011-10-20,2011-10-24,157.7776,160.859,1.9529824643949034,2,strength,2011
TLT,pullback_rsi2_200d,2011-10-24,2011-10-25,75.9806,77.3396,1.7886799563701317,1,strength,2011
AAPL,pullback_rsi2_200d,2011-10-24,2011-10-24,11.8717,12.1348,2.215978315768563,0,strength,2011
LLY,pullback_rsi2_200d,2011-10-26,2011-10-27,27.1976,27.2079,0.037953073671470605,1,strength,2011
AMZN,pullback_rsi2_200d,2011-10-27,2011-10-31,10.2232,10.6648,4.319689959024786,2,strength,2011
AAPL,pullback_rsi2_200d,2011-11-02,2011-11-03,11.9888,12.054,0.5435742187314352,1,strength,2011
MSFT,pullback_rsi2_200d,2011-11-02,2011-11-03,20.2182,20.5102,1.444370185785182,1,strength,2011
AAPL,pullback_rsi2_200d,2011-11-14,2011-11-15,11.4923,11.6282,1.1820025250392385,1,strength,2011
WMT,pullback_rsi2_200d,2011-11-17,2011-11-22,14.072,14.1209,0.34740444296721407,3,strength,2011
LLY,pullback_rsi2_200d,2011-11-17,2011-11-28,26.9125,26.4002,-1.9037338325122999,6,strength,2011
GLD,pullback_rsi2_200d,2011-11-18,2011-11-28,167.3972,166.4634,-0.5578651864163509,5,strength,2011
MSFT,pullback_rsi2_200d,2011-11-18,2011-11-28,19.8865,19.3717,-2.589072774775536,5,strength,2011
AMZN,pullback_rsi2_200d,2011-11-18,2011-11-21,10.2768,9.4405,-8.137374268403065,1,stop,2011
GOOGL,pullback_rsi2_200d,2011-11-21,2011-11-25,14.594,13.9239,-4.591701361532463,3,stop,2011
AAPL,pullback_rsi2_200d,2011-11-22,2011-11-28,11.1177,11.2481,1.1720261038750346,3,strength,2011
COST,pullback_rsi2_200d,2011-11-22,2011-11-28,58.9946,59.6089,1.041264417693255,3,strength,2011
TLT,pullback_rsi2_200d,2011-12-01,2011-12-02,77.9469,79.3631,1.816959702782528,1,strength,2011
TSLA,pullback_rsi2_200d,2011-12-09,2011-12-21,2.038,1.8096,-11.210636355006908,8,stop,2011
GLD,pullback_rsi2_200d,2011-12-13,2011-12-14,162.0219,155.9307,-3.759461580198631,1,stop,2011
COST,pullback_rsi2_200d,2011-12-14,2011-12-20,60.7016,60.631,-0.11622110188772572,4,strength,2011
AAPL,pullback_rsi2_200d,2011-12-15,2011-12-20,11.4866,11.8411,3.08585154538199,3,strength,2011
TSLA,pullback_rsi2_200d,2012-01-05,2012-01-10,1.8525,1.8395,-0.7031494720582621,3,strength,2012
TLT,pullback_rsi2_200d,2012-01-06,2012-01-09,79.1799,79.5385,0.4528193383849466,1,strength,2012
LLY,pullback_rsi2_200d,2012-01-06,2012-01-10,29.1516,29.3554,0.6990681031422863,2,strength,2012
COST,pullback_rsi2_200d,2012-01-09,2012-01-12,58.3554,57.9561,-0.6842369660189362,3,strength,2012
GOOGL,pullback_rsi2_200d,2012-01-10,2012-01-17,15.6366,15.5764,-0.38522786466690384,4,strength,2012
TLT,pullback_rsi2_200d,2012-01-23,2012-01-26,78.0906,78.9949,1.1580194497228913,3,strength,2012
GOOGL,pullback_rsi2_200d,2012-01-23,2012-01-27,14.5503,14.3721,-1.2250322501955901,4,strength,2012
LLY,pullback_rsi2_200d,2012-01-24,2012-01-25,28.6702,29.0351,1.2726943377951772,1,strength,2012
UNH,pullback_rsi2_200d,2012-01-25,2012-01-30,40.0013,40.2683,0.6674792046183153,3,strength,2012
XLE,pullback_rsi2_200d,2012-02-01,2012-02-02,21.4976,21.5088,0.05205242779633412,1,strength,2012
TLT,pullback_rsi2_200d,2012-02-06,2012-02-10,78.6552,78.6999,0.05674235519068649,4,strength,2012
XLV,pullback_rsi2_200d,2012-02-13,2012-02-13,28.2934,28.3153,0.07758302786868843,0,strength,2012
LLY,pullback_rsi2_200d,2012-02-15,2012-02-16,28.5447,28.5392,-0.019056241355874803,1,strength,2012
TLT,pullback_rsi2_200d,2012-02-22,2012-02-22,78.116,78.5317,0.5321871847361992,0,strength,2012
WMT,pullback_rsi2_200d,2012-02-23,2012-02-28,14.6733,14.729,0.379379625973586,3,strength,2012
NVDA,pullback_rsi2_200d,2012-02-28,2012-03-02,0.3545,0.3517,-0.7804377613420344,3,strength,2012
GLD,pullback_rsi2_200d,2012-03-01,2012-03-08,166.2661,165.1147,-0.6924967186892728,5,strength,2012
IWM,pullback_rsi2_200d,2012-03-01,2012-03-06,67.0067,64.7732,-3.3333598629543104,3,stop,2012
CAT,pullback_rsi2_200d,2012-03-02,2012-03-06,79.4285,74.6535,-6.011743393919556,2,gap_stop,2012
SMH,pullback_rsi2_200d,2012-03-06,2012-03-08,14.1103,14.485,2.655939428303422,2,strength,2012
AVGO,pullback_rsi2_200d,2012-03-06,2012-03-08,2.4742,2.5923,4.77724597854825,2,strength,2012
XLE,pullback_rsi2_200d,2012-03-07,2012-03-08,22.0974,22.336,1.079676233639315,1,strength,2012
SPY,pullback_rsi2_200d,2012-03-07,2012-03-08,105.0354,106.3623,1.2632864221702178,1,strength,2012
DIA,pullback_rsi2_200d,2012-03-07,2012-03-08,95.0507,95.8121,0.8009963459197467,1,strength,2012
XLF,pullback_rsi2_200d,2012-03-07,2012-03-08,9.0492,9.193,1.5884398222509644,1,strength,2012
QQQ,pullback_rsi2_200d,2012-03-07,2012-03-08,56.47,57.1337,1.1752640205652032,1,strength,2012
XLV,pullback_rsi2_200d,2012-03-07,2012-03-08,28.1833,28.5037,1.136805794570761,1,strength,2012
GOOGL,pullback_rsi2_200d,2012-03-07,2012-03-12,15.1226,14.9958,-0.8388626653029863,3,strength,2012
UNH,pullback_rsi2_200d,2012-03-07,2012-03-08,43.0742,43.9766,2.095108268791379,1,strength,2012
LLY,pullback_rsi2_200d,2012-03-07,2012-03-08,28.5225,28.8856,1.2731727168677986,1,strength,2012
TLT,pullback_rsi2_200d,2012-03-14,2012-03-19,76.1389,74.1416,-2.6231650317963817,3,stop,2012
MSFT,pullback_rsi2_200d,2012-03-22,2012-03-26,24.9904,25.552,2.24732804311496,2,strength,2012
UNH,pullback_rsi2_200d,2012-03-22,2012-03-26,42.4878,43.5733,2.5548285997616826,2,strength,2012
CAT,pullback_rsi2_200d,2012-03-22,2012-03-26,75.3013,76.1806,1.1676931346292108,2,strength,2012
XLE,pullback_rsi2_200d,2012-03-23,2012-03-26,21.6745,21.9814,1.4161738368703158,1,strength,2012
TSLA,pullback_rsi2_200d,2012-03-26,2012-03-26,2.375,2.4908,4.875709019981245,0,strength,2012
CAT,pullback_rsi2_200d,2012-03-29,2012-04-02,72.7323,75.1298,3.2963320080736436,2,strength,2012
SMH,pullback_rsi2_200d,2012-04-05,2012-04-12,14.7563,14.8541,0.6625171027135224,4,strength,2012
MSFT,pullback_rsi2_200d,2012-04-05,2012-04-12,24.4719,24.2897,-0.7444648574655877,4,strength,2012
NVDA,pullback_rsi2_200d,2012-04-05,2012-04-12,0.3362,0.3357,-0.13172200596991424,4,strength,2012
AVGO,pullback_rsi2_200d,2012-04-05,2012-04-11,2.6818,2.6772,-0.17314434751318775,3,strength,2012
GOOGL,pullback_rsi2_200d,2012-04-09,2012-04-11,15.6051,15.7593,0.9880063420405261,2,strength,2012
JPM,pullback_rsi2_200d,2012-04-09,2012-04-11,29.6644,30.1672,1.6949850773728237,2,strength,2012
XLE,pullback_rsi2_200d,2012-04-10,2012-04-12,21.0301,21.0605,0.14474464322868918,2,strength,2012
SPY,pullback_rsi2_200d,2012-04-10,2012-04-12,107.7531,108.1927,0.4078924279063756,2,strength,2012
DIA,pullback_rsi2_200d,2012-04-10,2012-04-12,96.1519,96.5926,0.45841797303032283,2,strength,2012
XLF,pullback_rsi2_200d,2012-04-10,2012-04-12,9.5599,9.6719,1.171817055443114,2,strength,2012
IWM,pullback_rsi2_200d,2012-04-10,2012-04-12,66.0063,66.4349,0.6493523363102272,2,strength,2012
XLV,pullback_rsi2_200d,2012-04-10,2012-04-17,29.2581,29.2864,0.09670962961412233,5,strength,2012
TSLA,pullback_rsi2_200d,2012-04-10,2012-04-12,2.2122,2.2271,0.673243160598358,2,strength,2012
COST,pullback_rsi2_200d,2012-04-10,2012-04-17,63.7662,63.7333,-0.0515449409292823,5,strength,2012
CAT,pullback_rsi2_200d,2012-04-10,2012-04-12,72.6762,74.5624,2.5954300231152416,2,strength,2012
XLK,pullback_rsi2_200d,2012-04-11,2012-04-12,12.3985,12.4984,0.8055665008355861,1,strength,2012
QQQ,pullback_rsi2_200d,2012-04-11,2012-04-12,59.0811,59.405,0.5482341739682539,1,strength,2012
LLY,pullback_rsi2_200d,2012-04-11,2012-04-16,29.3201,29.1878,-0.4511644074337018,3,strength,2012
AAPL,pullback_rsi2_200d,2012-04-16,2012-04-16,18.2807,17.443,-4.5823498192281935,0,stop,2012
AVGO,pullback_rsi2_200d,2012-04-20,2012-04-20,2.5587,2.4159,-5.581220846939939,0,stop,2012
SMH,pullback_rsi2_200d,2012-04-23,2012-04-25,14.2463,14.3663,0.8422515311911294,2,strength,2012
GOOGL,pullback_rsi2_200d,2012-04-23,2012-04-24,14.7216,14.8996,1.209092636392639,1,strength,2012
XLF,pullback_rsi2_200d,2012-04-24,2012-04-24,9.441,9.522,0.8583836203120976,0,strength,2012
XLK,pullback_rsi2_200d,2012-04-24,2012-04-25,12.0821,12.3862,2.5169968021107714,1,strength,2012
QQQ,pullback_rsi2_200d,2012-04-24,2012-04-25,57.5313,58.7333,2.0893442548049146,1,strength,2012
AAPL,pullback_rsi2_200d,2012-04-25,2012-04-25,18.4479,18.2424,-1.1140932245204072,0,strength,2012
WMT,pullback_rsi2_200d,2012-04-25,2012-04-27,14.6001,14.8528,1.7303868600389016,2,strength,2012
UNH,pullback_rsi2_200d,2012-04-30,2012-05-04,45.1265,43.2346,-4.192348298394066,4,stop,2012
COST,pullback_rsi2_200d,2012-05-04,2012-05-10,61.3405,60.9781,-0.5908690895941815,4,strength,2012
SMH,pullback_rsi2_200d,2012-05-07,2012-05-11,14.14,14.0185,-0.8597450300732778,4,strength,2012
SPY,pullback_rsi2_200d,2012-05-07,2012-05-15,106.6284,104.011,-2.454619433856653,6,stop,2012
DIA,pullback_rsi2_200d,2012-05-07,2012-05-14,96.7332,94.617,-2.1876160540113654,5,stop,2012
XLF,pullback_rsi2_200d,2012-05-07,2012-05-14,9.3847,9.0627,-3.4302936980714627,5,stop,2012
XLK,pullback_rsi2_200d,2012-05-07,2012-05-17,12.028,11.6643,-3.023650633867514,8,stop,2012
QQQ,pullback_rsi2_200d,2012-05-07,2012-05-17,56.9556,55.1229,-3.2177130449669966,8,stop,2012
IWM,pullback_rsi2_200d,2012-05-07,2012-05-17,65.0483,62.6044,-3.756982595980496,8,stop,2012
XLV,pullback_rsi2_200d,2012-05-07,2012-05-10,29.0289,29.2233,0.6696863153854427,3,strength,2012
AAPL,pullback_rsi2_200d,2012-05-07,2012-05-10,16.8256,17.0617,1.4034169094731652,3,strength,2012
MSFT,pullback_rsi2_200d,2012-05-07,2012-05-10,24.1184,24.1015,-0.06981789497361168,3,strength,2012
TSLA,pullback_rsi2_200d,2012-05-07,2012-05-08,2.1328,1.9642,-7.906522939202809,1,stop,2012
JPM,pullback_rsi2_200d,2012-05-07,2012-05-11,28.4555,25.458,-10.53389672912941,4,gap_stop,2012
CAT,pullback_rsi2_200d,2012-05-07,2012-05-15,68.8459,65.2297,-5.252537571971361,6,stop,2012
HD,pullback_rsi2_200d,2012-05-08,2012-05-14,36.8716,35.7313,-3.0927704617520924,4,stop,2012
AAPL,pullback_rsi2_200d,2012-05-15,2012-05-17,16.8241,15.889,-5.557983614781792,2,stop,2012
SMH,pullback_rsi2_200d,2012-05-16,2012-05-18,13.7618,13.2132,-3.986058579359908,2,stop,2012
DIA,pullback_rsi2_200d,2012-05-16,2012-05-18,94.7014,92.4926,-2.3323621760361624,2,stop,2012
XLF,pullback_rsi2_200d,2012-05-16,2012-05-17,9.0906,8.758,-3.6590878397715576,1,stop,2012
XLV,pullback_rsi2_200d,2012-05-16,2012-05-18,29.0526,28.4189,-2.1812315902710155,2,stop,2012
HD,pullback_rsi2_200d,2012-05-16,2012-05-17,35.2015,33.7958,-3.99347513053403,1,stop,2012
SPY,pullback_rsi2_200d,2012-05-17,2012-05-18,103.7773,101.0663,-2.612315270722021,1,stop,2012
MSFT,pullback_rsi2_200d,2012-05-17,2012-05-22,23.7152,23.4863,-0.9652083913296083,3,strength,2012
UNH,pullback_rsi2_200d,2012-05-17,2012-05-21,43.6368,43.9292,0.6700779410889313,2,strength,2012
SPY,pullback_rsi2_200d,2012-06-05,2012-06-06,99.864,102.8761,3.0162451051607864,1,strength,2012
UNH,pullback_rsi2_200d,2012-06-05,2012-06-05,43.4545,44.3167,1.9840129943742513,0,strength,2012
LLY,pullback_rsi2_200d,2012-06-05,2012-06-05,30.0046,30.2952,0.9684646381158624,0,strength,2012
AMZN,pullback_rsi2_200d,2012-06-15,2012-06-15,10.7753,10.9066,1.2186975346946127,0,strength,2012
UNH,pullback_rsi2_200d,2012-07-03,2012-07-09,44.8479,44.5202,-0.7307234452923139,3,strength,2012
MSFT,pullback_rsi2_200d,2012-07-10,2012-07-12,23.7864,22.7619,-4.306714408811829,2,stop,2012
SPY,pullback_rsi2_200d,2012-07-11,2012-07-13,105.375,106.3712,0.9453580451580734,2,strength,2012
DIA,pullback_rsi2_200d,2012-07-11,2012-07-13,94.9293,95.6313,0.739562199952104,2,strength,2012
XLF,pullback_rsi2_200d,2012-07-11,2012-07-13,9.0212,9.229,2.303888674800336,2,strength,2012
XLK,pullback_rsi2_200d,2012-07-11,2012-07-13,11.8239,11.792,-0.2703468182392199,2,strength,2012
AMZN,pullback_rsi2_200d,2012-07-11,2012-07-18,10.9584,10.8626,-0.8744063123664603,5,strength,2012
QQQ,pullback_rsi2_200d,2012-07-12,2012-07-13,55.4976,56.1486,1.173022343677621,1,strength,2012
XLF,pullback_rsi2_200d,2012-07-23,2012-07-26,8.8703,9.091,2.48792776434541,3,strength,2012
IWM,pullback_rsi2_200d,2012-07-24,2012-07-27,64.699,65.7046,1.554202292040907,3,strength,2012
XLV,pullback_rsi2_200d,2012-07-24,2012-07-26,30.0118,30.0707,0.19654371846298258,2,strength,2012
SPY,pullback_rsi2_200d,2012-07-25,2012-07-26,105.375,106.7002,1.2576250175102555,1,strength,2012
DIA,pullback_rsi2_200d,2012-07-25,2012-07-26,95.2115,96.5074,1.3610357512462201,1,strength,2012
COST,pullback_rsi2_200d,2012-07-25,2012-07-26,68.8373,69.9543,1.6226246506955144,1,strength,2012
LLY,pullback_rsi2_200d,2012-07-25,2012-07-26,32.3362,32.5252,0.5843917025950773,1,strength,2012
XLK,pullback_rsi2_200d,2012-07-26,2012-07-26,11.9075,11.8921,-0.12973878537597683,0,strength,2012
QQQ,pullback_rsi2_200d,2012-07-26,2012-07-26,56.3142,56.1397,-0.3099197407938292,0,strength,2012
AAPL,pullback_rsi2_200d,2012-07-26,2012-07-30,17.3727,17.7947,2.4288063280959005,2,strength,2012
AMZN,pullback_rsi2_200d,2012-07-26,2012-07-27,11.011,11.8541,7.657198940156196,1,strength,2012
TLT,pullback_rsi2_200d,2012-07-30,2012-08-02,87.5421,88.3151,0.8830834030325585,3,strength,2012
TLT,pullback_rsi2_200d,2012-08-08,2012-08-13,86.203,85.5738,-0.7298198646278231,3,strength,2012
TLT,pullback_rsi2_200d,2012-08-15,2012-08-21,84.0575,83.4599,-0.7109084034208846,4,strength,2012
COST,pullback_rsi2_200d,2012-08-22,2012-08-24,69.871,70.4043,0.7633414660680682,2,strength,2012
LLY,pullback_rsi2_200d,2012-08-22,2012-08-23,31.8724,31.9822,0.344486318752546,1,strength,2012
SMH,pullback_rsi2_200d,2012-08-24,2012-08-31,14.004,13.9845,-0.1392232843532959,5,strength,2012
DIA,pullback_rsi2_200d,2012-08-24,2012-08-31,98.1849,98.493,0.313755401075122,5,strength,2012
XLE,pullback_rsi2_200d,2012-08-31,2012-09-06,21.7092,21.9055,0.9042771798926319,3,strength,2012
SPY,pullback_rsi2_200d,2012-08-31,2012-09-06,110.9339,112.6555,1.551956149738687,3,strength,2012
NVDA,pullback_rsi2_200d,2012-08-31,2012-09-04,0.3243,0.3073,-5.236914383012403,1,stop,2012
TLT,pullback_rsi2_200d,2012-09-10,2012-09-13,84.6956,82.5915,-2.4842994595626777,3,stop,2012
XLK,pullback_rsi2_200d,2012-09-26,2012-10-03,12.9304,12.9674,0.28611602960735283,5,strength,2012
QQQ,pullback_rsi2_200d,2012-09-26,2012-10-02,61.1306,61.0085,-0.19973280793489367,4,strength,2012
AAPL,pullback_rsi2_200d,2012-09-26,2012-10-03,20.1251,20.1663,0.2046355143177081,5,strength,2012
MSFT,pullback_rsi2_200d,2012-09-26,2012-10-03,24.1031,23.7213,-1.5840740907690942,5,strength,2012
AMZN,pullback_rsi2_200d,2012-09-26,2012-09-27,12.6326,12.8167,1.456948870386876,1,strength,2012
XLE,pullback_rsi2_200d,2012-09-27,2012-10-01,22.3989,22.4912,0.41246431267734085,2,strength,2012
SPY,pullback_rsi2_200d,2012-09-27,2012-10-01,113.5783,113.7138,0.11929383799484938,2,strength,2012
XLF,pullback_rsi2_200d,2012-09-27,2012-10-01,9.8414,9.8659,0.2483965306026681,2,strength,2012
IWM,pullback_rsi2_200d,2012-09-27,2012-10-01,69.5674,69.6197,0.07516590243545895,2,strength,2012
COST,pullback_rsi2_200d,2012-09-28,2012-10-04,73.455,74.2299,1.0549284248814628,4,strength,2012
WMT,pullback_rsi2_200d,2012-10-01,2012-10-03,18.8338,18.8981,0.341119385983224,2,strength,2012
TLT,pullback_rsi2_200d,2012-10-08,2012-10-10,83.6999,84.1011,0.47927330843211546,2,strength,2012
AAPL,pullback_rsi2_200d,2012-10-09,2012-10-15,19.2195,19.0643,-0.8076745786206541,4,strength,2012
SPY,pullback_rsi2_200d,2012-10-10,2012-10-15,113.8073,113.5011,-0.26904708343726824,3,strength,2012
XLK,pullback_rsi2_200d,2012-10-10,2012-10-15,12.6702,12.5946,-0.5964716463310538,3,strength,2012
QQQ,pullback_rsi2_200d,2012-10-10,2012-10-15,59.8576,59.6758,-0.30367361414663785,3,strength,2012
IWM,pullback_rsi2_200d,2012-10-10,2012-10-15,68.8841,68.7216,-0.2359791920519716,3,strength,2012
GLD,pullback_rsi2_200d,2012-10-11,2012-10-15,171.4713,167.9881,-2.031382931599224,2,stop,2012
XLE,pullback_rsi2_200d,2012-10-11,2012-10-16,22.3286,22.5796,1.1241216632573936,3,strength,2012
DIA,pullback_rsi2_200d,2012-10-11,2012-10-15,101.1841,101.0649,-0.11779019898183751,2,strength,2012
AMZN,pullback_rsi2_200d,2012-10-11,2012-10-16,12.4124,12.1848,-1.8336266542704927,3,strength,2012
HD,pullback_rsi2_200d,2012-10-12,2012-10-15,43.1245,44.0553,2.158359461393866,1,strength,2012
COST,pullback_rsi2_200d,2012-10-16,2012-10-24,71.073,69.9435,-1.5892145961725945,6,strength,2012
TLT,pullback_rsi2_200d,2012-10-18,2012-10-19,83.1098,83.3684,0.31112394091166173,1,strength,2012
GOOGL,pullback_rsi2_200d,2012-10-19,2012-10-22,17.5195,16.6076,-5.205146022681517,1,stop,2012
GLD,pullback_rsi2_200d,2012-10-22,2012-10-31,167.2471,166.6632,-0.3491301595596963,5,strength,2012
XLK,pullback_rsi2_200d,2012-10-22,2012-11-01,12.2924,12.2888,-0.02944546425318606,6,strength,2012
QQQ,pullback_rsi2_200d,2012-10-22,2012-11-01,58.4422,58.5209,0.1347012936587788,6,strength,2012
AAPL,pullback_rsi2_200d,2012-10-22,2012-11-02,18.4302,17.5502,-4.774435582438807,7,stop,2012
UNH,pullback_rsi2_200d,2012-10-22,2012-10-22,44.3348,45.0591,1.6337057195405347,0,strength,2012
AMZN,pullback_rsi2_200d,2012-10-23,2012-10-26,11.5641,11.9001,2.9058622703375114,3,strength,2012
XLE,pullback_rsi2_200d,2012-10-24,2012-10-31,22.0202,21.9244,-0.43505757381587795,3,strength,2012
SPY,pullback_rsi2_200d,2012-10-24,2012-10-31,112.0312,111.3505,-0.6076404496738075,3,strength,2012
DIA,pullback_rsi2_200d,2012-10-24,2012-11-01,99.1222,99.6642,0.5468060785517537,4,strength,2012
XLF,pullback_rsi2_200d,2012-10-24,2012-10-31,10.0624,10.0171,-0.45027992132458117,3,strength,2012
IWM,pullback_rsi2_200d,2012-10-24,2012-10-31,68.0759,67.8817,-0.2853243675556838,3,strength,2012
XLV,pullback_rsi2_200d,2012-10-24,2012-10-25,32.2052,32.2604,0.17142371860530137,1,strength,2012
JPM,pullback_rsi2_200d,2012-10-24,2012-10-31,29.0791,29.021,-0.19983895858766143,3,strength,2012
WMT,pullback_rsi2_200d,2012-10-24,2012-10-25,19.1222,19.1833,0.3195987556254387,1,strength,2012
LLY,pullback_rsi2_200d,2012-10-25,2012-10-31,38.2514,36.3045,-5.08972006302244,2,stop,2012
HD,pullback_rsi2_200d,2012-10-26,2012-10-31,43.947,44.5855,1.453076694272415,1,strength,2012
GOOGL,pullback_rsi2_200d,2012-10-31,2012-10-31,16.8808,16.858,-0.1352096414294346,0,strength,2012
WMT,pullback_rsi2_200d,2012-11-02,2012-11-06,18.7471,18.786,0.20773745762994178,2,strength,2012
GLD,pullback_rsi2_200d,2012-11-05,2012-11-06,163.2831,166.1337,1.7457946796524348,1,strength,2012
XLV,pullback_rsi2_200d,2012-11-08,2012-11-15,31.5504,30.7277,-2.607578309270153,5,stop,2012
GOOGL,pullback_rsi2_200d,2012-11-08,2012-11-16,16.641,15.8813,-4.565078166189296,6,stop,2012
SPY,pullback_rsi2_200d,2012-11-09,2012-11-19,108.6292,109.6016,0.8952205487944065,6,strength,2012
HD,pullback_rsi2_200d,2012-11-09,2012-11-13,44.1508,46.0383,4.275310734799698,2,strength,2012
LLY,pullback_rsi2_200d,2012-11-09,2012-11-12,35.6287,36.4325,2.2560119903931364,1,strength,2012
JPM,pullback_rsi2_200d,2012-11-14,2012-11-19,28.0535,28.2621,0.7433283351614861,3,strength,2012
XLF,pullback_rsi2_200d,2012-11-15,2012-11-19,9.5637,9.8092,2.566978710035883,2,strength,2012
AMZN,pullback_rsi2_200d,2012-11-15,2012-11-16,11.1261,11.2502,1.1156103445781662,1,strength,2012
WMT,pullback_rsi2_200d,2012-11-15,2012-11-21,17.7773,17.5457,-1.3029111534280435,4,strength,2012
GLD,pullback_rsi2_200d,2012-11-16,2012-11-19,165.9057,167.7021,1.0827711951830077,1,strength,2012
LLY,pullback_rsi2_200d,2012-11-19,2012-11-19,35.3525,35.8382,1.3737225079696103,0,strength,2012
TLT,pullback_rsi2_200d,2012-11-26,2012-11-26,85.882,85.4639,-0.4868578203662155,0,strength,2012
GLD,pullback_rsi2_200d,2012-12-05,2012-12-07,164.3842,164.9948,0.3714604917579578,2,strength,2012
HD,pullback_rsi2_200d,2012-12-11,2012-12-17,46.2579,46.1946,-0.13672424681098194,4,strength,2012
TLT,pullback_rsi2_200d,2012-12-13,2012-12-14,84.0777,84.8086,0.869260306343822,1,strength,2012
WMT,pullback_rsi2_200d,2012-12-13,2012-12-18,17.7169,17.7993,0.46512520345585173,3,strength,2012
GLD,pullback_rsi2_200d,2012-12-17,2012-12-18,164.3242,161.234,-1.8805418693383258,1,stop,2012
LLY,pullback_rsi2_200d,2012-12-17,2012-12-18,36.4979,37.7356,3.3913181880345977,1,strength,2012
GLD,pullback_rsi2_200d,2012-12-20,2012-12-26,160.0299,160.6192,0.36827730111459456,3,strength,2012
XLV,pullback_rsi2_200d,2012-12-27,2012-12-31,32.074,31.9538,-0.3746700123442692,2,strength,2012
XLE,pullback_rsi2_200d,2012-12-28,2012-12-31,21.6812,21.8768,0.9021875323442563,1,strength,2012
DIA,pullback_rsi2_200d,2012-12-28,2012-12-31,98.7891,99.1689,0.384443088290487,1,strength,2012
COST,pullback_rsi2_200d,2012-12-28,2012-12-31,76.4776,77.5502,1.4024535133569938,1,strength,2012
SPY,pullback_rsi2_200d,2012-12-31,2012-12-31,111.0213,112.9812,1.7653332833303947,0,strength,2012
AMZN,pullback_rsi2_200d,2012-12-31,2012-12-31,12.1997,12.531,2.7153887888328843,0,strength,2012
GOOGL,pullback_rsi2_200d,2012-12-31,2012-12-31,17.3809,17.5291,0.8523794667947948,0,strength,2012
HD,pullback_rsi2_200d,2012-12-31,2012-12-31,44.1669,45.1293,2.1791461835894532,0,strength,2012
LLY,pullback_rsi2_200d,2012-12-31,2012-12-31,37.0323,37.5832,1.4875427564793986,0,strength,2012
SMH,pullback_rsi2_200d,2013-01-10,2013-01-10,14.4947,14.6174,0.846632290593452,0,strength,2013
TSLA,pullback_rsi2_200d,2013-01-11,2013-01-15,2.2716,2.2577,-0.6102401222124687,2,strength,2013
GOOGL,pullback_rsi2_200d,2013-01-17,2013-01-23,17.8206,18.3746,3.108306858947585,3,strength,2013
GLD,pullback_rsi2_200d,2013-01-25,2013-01-30,160.7206,162.0278,0.8133712965472828,3,strength,2013
CAT,pullback_rsi2_200d,2013-02-08,2013-02-12,68.9788,69.6433,0.9633327950912651,2,strength,2013
TSLA,pullback_rsi2_200d,2013-02-19,2013-02-19,2.4932,2.616,4.92910837649303,0,strength,2013
UNH,pullback_rsi2_200d,2013-02-21,2013-02-25,44.5516,42.8045,-3.921535735431636,2,stop,2013
HD,pullback_rsi2_200d,2013-02-21,2013-02-25,48.1514,46.7982,-2.8104980218334963,2,stop,2013
COST,pullback_rsi2_200d,2013-02-21,2013-02-27,79.8384,79.3323,-0.6338699762205247,4,strength,2013
CAT,pullback_rsi2_200d,2013-02-21,2013-02-25,66.5814,64.3307,-3.3803026249726864,2,stop,2013
QQQ,pullback_rsi2_200d,2013-02-22,2013-02-27,59.8419,60.0707,0.3823878154292526,3,strength,2013
AMZN,pullback_rsi2_200d,2013-02-26,2013-02-27,13.0575,13.1493,0.7029884318260571,1,strength,2013
META,pullback_rsi2_200d,2013-03-15,2013-03-25,26.8215,24.9826,-6.855877709096935,6,stop,2013
TSLA,pullback_rsi2_200d,2013-03-15,2013-03-20,2.4451,2.3943,-2.079225253449335,3,strength,2013
AMZN,pullback_rsi2_200d,2013-03-18,2013-03-22,12.978,12.8746,-0.7963717121152958,4,strength,2013
GOOGL,pullback_rsi2_200d,2013-03-19,2013-03-20,20.143,20.1887,0.2270893670373475,1,strength,2013
LLY,pullback_rsi2_200d,2013-03-19,2013-03-20,42.2504,42.5275,0.6556945509261114,1,strength,2013
SMH,pullback_rsi2_200d,2013-03-20,2013-03-22,15.2633,15.1245,-0.9096251944505029,2,strength,2013
JPM,pullback_rsi2_200d,2013-03-22,2013-04-02,34.161,33.8474,-0.918087523999267,6,strength,2013
